title,vector_14d
Hotel FranÃ§ois 1er,"[0.3, 1.0, 26.25, 0.4904761904761905, 0.9445276207204609, 0.18893129770992367, 0.07061068702290077, 0.052256532066508314, 0.33618102054952664, 0.7891370595433299, 4.904761904761905, 0.4, 0.6923076923076923, 0.3]"
Algonquin Afterthoughts,"[0.2, 1.0, 1.15, 0.8695652173913043, 0.3975349374143465, 0.7391304347826086, 0.17391304347826086, 0.20606060606060606, 0.2796833773087071, 0.8043120828619325, 8.695652173913043, 0.4, 0.8, 0.5]"
Surfaces,"[0.1, 1.0, 0.25, 1.54, 2.5253910588263357, 1.0, 0.2, 0.20754716981132076, 0.355, 0.7517787693456482, 15.4, 0.4, 0.7142857142857143, 0.5]"
About the Teeth of Sharks,"[0.5, 1.0, 0.1, 2.2, 1.4, 1.0, 0.5, 0.16666666666666666, 0.3493975903614458, 0.7609869199037805, 22.0, 0.4, 0.9, 0.3]"
Envoy to Palestine,"[0.3, 1.0, 0.25, 4.5600000000000005, 7.237237041855131, 1.0, 0.2, 0.1951219512195122, 0.294811320754717, 0.7812048145339848, 45.6, 0.4, 0.6666666666666666, 0.6]"
Roofs,"[0.1, 1.0, 0.2, 2.975, 2.67348087705897, 1.0, 0.25, 0.21904761904761905, 0.31746031746031744, 0.7689564529735522, 29.75, 0.4, 0.75, 0.3]"
Service,"[0.1, 1.0, 0.1, 3.2, 2.4, 0.5, 1.0, 0.15789473684210525, 0.28865979381443296, 0.8029975562273791, 32.0, 0.4, 0.8125, 0.3]"
The Asians Dying,"[0.3, 1.0, 0.05, 12.4, 0.0, 1.0, 1.0, 0.15328467153284672, 0.35714285714285715, 0.7574023549567935, 124.0, 0.6, 0.8, 0.1]"
The Mole,"[0.2, 1.0, 0.2, 3.275, 4.605160149223911, 1.0, 0.25, 0.18439716312056736, 0.32608695652173914, 0.754178343935331, 32.75, 0.4, 0.7142857142857143, 0.2]"
Serenade,"[0.1, 1.0, 0.2, 1.925, 2.342541355024496, 0.75, 0.5, 0.14545454545454545, 0.3949579831932773, 0.7552138386782551, 19.25, 0.6, 0.7647058823529411, 0.3]"
Homework,"[0.1, 1.0, 0.2, 4.9, 4.28485705712571, 1.0, 0.3333333333333333, 0.18421052631578946, 0.2701863354037267, 0.8000484841221925, 49.0, 0.4, 0.6923076923076923, 0.6]"
On the First Day She Made Birds,"[0.7, 1.0, 1.05, 0.9, 1.73260057771685, 0.85, 0.1, 0.16666666666666666, 0.2857142857142857, 0.8037243333934296, 9.0, 0.4, 0.75, 0.5]"
from Decadence: 7Â Â An BonnÃ¡n BuÃ­,"[0.7, 1.0, 0.15, 10.3, 26.446927987953536, 1.0, 0.3333333333333333, 0.16170212765957448, 0.27918781725888325, 0.8096954849251604, 103.0, 0.4, 0.9, 0.3]"
Nude Descending,"[0.2, 1.0, 0.7, 1.542857142857143, 1.2040747146117416, 0.7857142857142857, 0.14285714285714285, 0.17486338797814208, 0.3357664233576642, 0.766394417467957, 15.428571428571429, 0.4, 0.7142857142857143, 0.1]"
The Suicide,"[0.2, 1.0, 0.1, 3.25, 1.9, 1.0, 0.5, 0.18666666666666668, 0.379746835443038, 0.747257015292594, 32.5, 0.6, 0.6666666666666666, 0.6]"
Modern Love: L,"[0.3, 1.0, 0.1, 5.35, 3.9, 1.0, 0.5, 0.13793103448275862, 0.35377358490566035, 0.7633487933839737, 53.5, 0.4, 0.6428571428571429, 0.3]"
The Painter of the Night,"[0.5, 0.8, 0.55, 1.309090909090909, 1.5242394120097953, 0.9090909090909091, 0.18181818181818182, 0.21978021978021978, 0.3231441048034934, 0.7732813840755773, 13.090909090909092, 0.4, 0.6666666666666666, 0.1]"
August,"[0.1, 1.0, 1.6, 0.796875, 3.1374688743476007, 0.65625, 0.09375, 0.15436241610738255, 0.32517482517482516, 0.773248988393585, 7.96875, 0.4, 0.7777777777777778, 0.2]"
To a Young Writer,"[0.4, 1.0, 0.2, 1.175, 0.9630680142129112, 1.0, 0.25, 0.2, 0.3431372549019608, 0.7894850424419998, 11.75, 0.4, 0.9090909090909091, 0.3]"
Avising the Bright Beams,"[0.4, 1.0, 0.05, 9.5, 0.0, 1.0, 1.0, 0.15789473684210525, 0.3575418994413408, 0.7586642556209809, 95.0, 0.6, 0.7142857142857143, 0.2]"
Dream Song 29,"[0.3, 1.0, 0.35, 1.7857142857142858, 1.4279998856685485, 0.8571428571428571, 0.2857142857142857, 0.21621621621621623, 0.36036036036036034, 0.782499596384126, 17.857142857142858, 0.4, 0.8333333333333334, 0.1]"
The Envoy of Mr. Cogito,"[0.5, 1.0, 0.05, 30.1, 0.0, 1.0, 1.0, 0.1552511415525114, 0.31260229132569556, 0.8031884759518726, 301.0, 0.4, 0.6666666666666666, 0.2]"
About Suffering,"[0.2, 1.0, 1.0, 1.04, 2.1141428523162764, 0.5, 0.35, 0.13533834586466165, 0.3147208121827411, 0.8043814449400225, 10.4, 0.4, 0.75, 0.3]"
Releasing a Tree,"[0.3, 1.0, 0.4, 2.2625, 2.153920843485201, 1.0, 0.125, 0.2, 0.2951388888888889, 0.7928975557067303, 22.625, 0.4, 0.75, 0.1]"
Art,"[0.1, 1.0, 0.4, 0.7625, 1.3414078425296312, 1.0, 0.125, 0.13157894736842105, 0.36885245901639346, 0.7765005528933466, 7.625, 0.4, 0.6428571428571429, 0.5]"
The Abandoned Hotel,"[0.3, 1.0, 0.2, 1.025, 1.479019945774904, 1.0, 0.25, 0.21212121212121213, 0.3125, 0.7809218820974161, 10.25, 0.4, 0.75, 0.6]"
Cardinal Sin,"[0.2, 1.0, 0.1, 6.6, 12.6, 1.0, 0.5, 0.19469026548672566, 0.28512396694214875, 0.7951649427080872, 66.0, 0.4, 0.7857142857142857, 0.5]"
Requiem,"[0.1, 1.0, 0.05, 8.3, 0.0, 1.0, 1.0, 0.1917808219178082, 0.2947976878612717, 0.7579844464006197, 83.0, 0.4, 1.0, 0.1]"
Anniversary,"[0.1, 1.0, 0.15, 2.7, 2.727636339397171, 1.0, 0.3333333333333333, 0.2, 0.2670807453416149, 0.8067116580478751, 27.0, 0.4, 0.8666666666666667, 0.3]"
To a Mouse,"[0.3, 1.0, 0.85, 1.6058823529411765, 1.4989731202476293, 0.5882352941176471, 0.17647058823529413, 0.18032786885245902, 0.3008658008658009, 0.7950127360742548, 16.058823529411764, 0.4, 0.7272727272727273, 0.3]"
An American Sunrise,"[0.3, 1.0, 0.6, 1.3333333333333335, 2.074179891480539, 0.8333333333333334, 0.16666666666666666, 0.16842105263157894, 0.3345070422535211, 0.789333046381623, 13.333333333333334, 0.4, 0.75, 0.5]"
Poppies on the Wheat,"[0.4, 1.0, 0.1, 5.2, 1.2, 1.0, 0.5, 0.1511627906976744, 0.35294117647058826, 0.7532987318590055, 52.0, 0.6, 0.75, 0.2]"
Scale,"[0.1, 1.0, 0.05, 9.1, 0.0, 1.0, 1.0, 0.24358974358974358, 0.2660098522167488, 0.8092940837062237, 91.0, 0.4, 0.8888888888888888, 0.1]"
"""Tin Fish""","[0.2, 1.0, 0.25, 0.9800000000000001, 0.7525955088890711, 0.6, 0.4, 0.2, 0.42105263157894735, 0.7312314131100347, 9.8, 0.4, 0.7857142857142857, 0.1]"
To a Skylark,"[0.3, 1.0, 4.2, 0.6511904761904762, 0.785277656458164, 0.44047619047619047, 0.09523809523809523, 0.12195121951219512, 0.32085561497326204, 0.7841545675124156, 6.511904761904762, 0.6, 0.5, 0.5]"
Christmas Night,"[0.2, 1.0, 0.65, 0.6153846153846154, 0.3494712828184784, 0.7692307692307693, 0.15384615384615385, 0.2676056338028169, 0.373015873015873, 0.7511598656582565, 6.153846153846154, 0.4, 0.8571428571428571, 0.1]"
The Ballad of Rudolph Reed,"[0.5, 1.0, 0.05, 14.0, 0.0, 1.0, 1.0, 0.1927710843373494, 0.26848249027237353, 0.7968223353317723, 140.0, 0.4, 0.8, 0.1]"
Figures in the Carpets,"[0.4, 1.0, 0.2, 15.7, 13.74772708486752, 1.0, 0.25, 0.11419249592169657, 0.3239942528735632, 0.7778177532363135, 157.0, 0.4, 0.75, 0.5]"
from Don't Let Me Be Lonely:Â ÂA father tells his son the thing he regrets most about his life...Â,"[1.9, 0.9473684210526315, 0.15, 10.9, 12.319090875547595, 1.0, 0.3333333333333333, 0.15757575757575756, 0.29577464788732394, 0.7834556648569825, 109.0, 0.4, 0.7142857142857143, 0.1]"
ÂGymnopÃ©dies No. 3Â,"[0.3, 1.0, 0.6, 0.9, 1.3638181696985856, 0.6666666666666666, 0.25, 0.18085106382978725, 0.3488372093023256, 0.770727374510491, 9.0, 0.4, 0.7692307692307693, 0.6]"
What the Birds Said,"[0.4, 1.0, 0.05, 25.8, 0.0, 1.0, 1.0, 0.1553030303030303, 0.2913907284768212, 0.8039309392875725, 258.0, 0.6, 0.6190476190476191, 0.1]"
Revelation at Cap Ferrat,"[0.4, 1.0, 0.05, 11.9, 0.0, 1.0, 1.0, 0.13934426229508196, 0.31932773109243695, 0.7857621534473075, 119.0, 0.4, 0.6923076923076923, 0.5]"
"""Many in aftertimes will say of you""","[0.7, 1.0, 0.05, 0.9, 0.0, 1.0, 1.0, 0.0, 0.4, 0.5939790209898752, 9.0, 0.4, 0.5882352941176471, 0.2]"
The Process of Explication,"[0.4, 1.0, 0.15, 7.4, 2.8705400188814645, 1.0, 0.3333333333333333, 0.1623931623931624, 0.2625994694960212, 0.794042464905985, 74.0, 0.4, 0.8461538461538461, 0.1]"
Mycerinus,"[0.1, 1.0, 0.15, 30.53333333333333, 58.665681809915256, 1.0, 0.3333333333333333, 0.09529860228716645, 0.33293838862559244, 0.7872526986083216, 305.3333333333333, 0.4, 0.8461538461538461, 0.2]"
The End of the Second Year,"[0.6, 0.8333333333333334, 0.15, 3.4333333333333336, 5.8294272636531135, 1.0, 0.3333333333333333, 0.1782178217821782, 0.30303030303030304, 0.7873647816642145, 34.333333333333336, 0.6, 0.625, 0.4]"
Recreation,"[0.1, 1.0, 0.55, 0.7090909090909091, 0.8155513269820291, 0.9090909090909091, 0.18181818181818182, 0.21568627450980393, 0.2545454545454545, 0.8279223148121267, 7.090909090909091, 0.4, 0.7, 0.5]"
The Ghost Trio,"[0.3, 1.0, 0.1, 0.3, 0.4, 0.0, 0.0, 0.0, 0.375, 0.6352130205508294, 3.0, 0.4, 0.8181818181818182, 0.1]"
The Goddess Who Created This Passing World,"[0.7, 1.0, 0.1, 4.5, 0.2, 1.0, 0.5, 0.19444444444444445, 0.292817679558011, 0.7899342844359407, 45.0, 0.4, 0.8181818181818182, 0.4]"
"After Preparing the Altar, the Ghosts Feast Feverishly","[0.8, 0.875, 1.6, 1.696875, 2.7237310692320564, 0.90625, 0.0625, 0.1585677749360614, 0.3173537871524449, 0.7949676498199532, 16.96875, 0.4, 0.875, 0.1]"
Feedback,"[0.1, 1.0, 0.95, 0.8736842105263157, 0.5575967426589064, 0.8421052631578947, 0.10526315789473684, 0.17894736842105263, 0.3333333333333333, 0.7727935619643751, 8.736842105263158, 0.4, 0.6666666666666666, 0.1]"
The Alchemist,"[0.2, 1.0, 0.1, 3.05, 0.9, 1.0, 0.5, 0.21153846153846154, 0.33858267716535434, 0.7828889179447832, 30.5, 0.4, 0.9090909090909091, 0.5]"
The Kiss,"[0.2, 1.0, 0.1, 1.8, 0.8, 1.0, 0.5, 0.2, 0.2833333333333333, 0.7903696433238251, 18.0, 0.4, 0.8888888888888888, 0.3]"
Snake Song,"[0.2, 1.0, 0.05, 2.6, 0.0, 1.0, 1.0, 0.15384615384615385, 0.2982456140350877, 0.8234048205828489, 26.0, 0.6, 0.9285714285714286, 0.6]"
Velvet,"[0.1, 1.0, 0.35, 5.928571428571429, 10.098777456823623, 1.0, 0.14285714285714285, 0.13368983957219252, 0.35039370078740156, 0.7623842324194237, 59.285714285714285, 0.4, 0.8, 0.6]"
The Land of Nod,"[0.4, 1.0, 0.05, 9.2, 0.0, 1.0, 1.0, 0.14925373134328357, 0.26582278481012656, 0.7902246443946893, 92.0, 0.6, 0.55, 0.6]"
I was Wash-Way in Blood,"[0.5, 1.0, 0.35, 8.62857142857143, 18.998259855866287, 0.8, 0.4, 0.10336538461538461, 0.3333333333333333, 0.7731670585741209, 86.28571428571429, 0.4, 0.7333333333333333, 0.2]"
I Am Waiting,"[0.3, 1.0, 0.95, 2.5105263157894737, 4.344576649155567, 0.5789473684210527, 0.2631578947368421, 0.1276595744680851, 0.2799188640973631, 0.7538391791549502, 25.105263157894736, 0.4, 0.6, 0.5]"
Getting Used to It,"[0.4, 1.0, 0.15, 5.866666666666666, 2.594010194445829, 0.6666666666666666, 0.6666666666666666, 0.19047619047619047, 0.33647798742138363, 0.7865787902137105, 58.666666666666664, 0.4, 0.8333333333333334, 0.2]"
My Madonna,"[0.2, 1.0, 0.45, 1.2, 0.5887840577551897, 0.8888888888888888, 0.2222222222222222, 0.17307692307692307, 0.32947976878612717, 0.7531624206757969, 12.0, 0.6, 0.7333333333333333, 0.5]"
During the War,"[0.3, 1.0, 0.2, 5.025, 6.8824051028692, 1.0, 0.25, 0.176056338028169, 0.3179347826086957, 0.785468196187307, 50.25, 0.4, 0.5833333333333334, 0.5]"
A Copper Basin in Florence,"[0.5, 1.0, 0.15, 7.433333333333333, 18.05645467846763, 1.0, 0.3333333333333333, 0.18478260869565216, 0.24942263279445728, 0.8018963345816879, 74.33333333333333, 0.4, 0.5833333333333334, 0.5]"
"from The Princess: Tears, Idle Tears","[0.6, 1.0, 0.2, 4.15, 0.3605551275463989, 0.25, 1.0, 0.16037735849056603, 0.3576923076923077, 0.7443063776094068, 41.5, 0.6, 0.631578947368421, 0.6]"
Addiction,"[0.1, 1.0, 0.05, 3.3, 0.0, 1.0, 1.0, 0.08, 0.375, 0.7396853160052625, 33.0, 0.4, 0.6923076923076923, 0.1]"
The Dog,"[0.2, 1.0, 2.1, 1.4404761904761905, 1.5486150641072964, 0.7142857142857143, 0.07142857142857142, 0.13898305084745763, 0.3094496365524403, 0.7787914279313819, 14.404761904761905, 0.4, 0.6428571428571429, 0.1]"
from Ajax: Dirge,"[0.3, 1.0, 0.35, 1.9857142857142858, 3.367794651745639, 1.0, 0.14285714285714285, 0.205607476635514, 0.3246753246753247, 0.799507351954894, 19.857142857142858, 0.4, 0.8333333333333334, 0.5]"
Flickering,"[0.1, 1.0, 0.1, 6.05, 5.1, 1.0, 0.5, 0.19658119658119658, 0.35074626865671643, 0.7857551788872286, 60.5, 0.4, 0.45454545454545453, 0.3]"
Secret Life,"[0.2, 1.0, 0.45, 2.333333333333333, 2.5768197453450252, 1.0, 0.1111111111111111, 0.1619718309859155, 0.328, 0.7426063155260234, 23.333333333333332, 0.4, 0.8181818181818182, 0.1]"
Filicudi,"[0.1, 1.0, 0.15, 0.8666666666666666, 0.339934634239519, 1.0, 0.3333333333333333, 0.1111111111111111, 0.2711864406779661, 0.811401090587851, 8.666666666666666, 0.4, 0.8461538461538461, 0.5]"
Symptoms of Prophecy,"[0.3, 1.0, 0.35, 1.3857142857142857, 1.7547602894610386, 1.0, 0.14285714285714285, 0.1836734693877551, 0.3218390804597701, 0.8058207112122092, 13.857142857142858, 0.4, 0.6428571428571429, 0.5]"
To ----,"[0.2, 1.0, 0.45, 0.9333333333333333, 0.4109609335312651, 0.5555555555555556, 0.3333333333333333, 0.13725490196078433, 0.3401360544217687, 0.6978110284625253, 9.333333333333334, 0.6, 0.5, 0.2]"
A CAVE OF ANGELFISH HUDDLE AGAINST THE MOON,"[0.8, 1.0, 0.15, 3.5666666666666664, 5.854532906693373, 1.0, 0.3333333333333333, 0.18, 0.319047619047619, 0.7727563619134198, 35.666666666666664, 0.6, 0.9, 0.5]"
Futility in Key West,"[0.4, 1.0, 0.3, 2.0166666666666666, 1.3034143197344767, 1.0, 0.16666666666666666, 0.23529411764705882, 0.375, 0.7514485906697385, 20.166666666666668, 0.4, 0.8, 0.3]"
Ceremony,"[0.1, 1.0, 0.1, 3.35, 0.3, 1.0, 0.5, 0.19718309859154928, 0.28378378378378377, 0.7694930997638819, 33.5, 0.4, 0.9166666666666666, 0.1]"
"Nature, That Washed Her Hands in Milk","[0.7, 1.0, 0.65, 1.8846153846153846, 1.4735538492859914, 0.6153846153846154, 0.23076923076923078, 0.17355371900826447, 0.30238726790450926, 0.8067440003979076, 18.846153846153847, 0.6, 0.6666666666666666, 0.5]"
Man in the Street or Hand Over Mouth,"[0.8, 1.0, 0.1, 2.6, 3.0, 1.0, 0.5, 0.22388059701492538, 0.4298245614035088, 0.6843895321214445, 26.0, 0.4, 0.6923076923076923, 0.1]"
Holding Court,"[0.2, 1.0, 0.1, 3.5, 4.0, 1.0, 0.5, 0.16071428571428573, 0.29838709677419356, 0.8022987354023537, 35.0, 0.4, 0.9, 0.5]"
Eternity,"[0.1, 1.0, 0.05, 2.4, 0.0, 1.0, 1.0, 0.1111111111111111, 0.3275862068965517, 0.751320436748879, 24.0, 0.4, 0.8888888888888888, 0.3]"
The Virgin,"[0.2, 1.0, 0.1, 4.35, 1.5, 1.0, 0.5, 0.19696969696969696, 0.32608695652173914, 0.7609938187423535, 43.5, 0.4, 0.6470588235294118, 0.2]"
Another Holocaust Poem,"[0.3, 1.0, 0.75, 3.586666666666667, 6.256246656120762, 0.9333333333333333, 0.13333333333333333, 0.1358974358974359, 0.3040358744394619, 0.7995309676542091, 35.86666666666667, 0.4, 0.75, 0.3]"
from Maud (Part I),"[0.4, 1.0, 2.4, 1.0979166666666667, 0.8036267617633339, 0.4375, 0.10416666666666667, 0.14335664335664336, 0.3521472392638037, 0.7601470034549657, 10.979166666666666, 0.6, 0.631578947368421, 0.1]"
Scaffolding,"[0.1, 1.0, 0.1, 3.6, 6.4, 1.0, 0.5, 0.1724137931034483, 0.2898550724637681, 0.7935956007695976, 36.0, 0.4, 0.8, 0.1]"
Primitive Road,"[0.2, 1.0, 0.35, 1.7428571428571427, 2.8979936761385066, 1.0, 0.14285714285714285, 0.1875, 0.33047210300429186, 0.799783621413204, 17.428571428571427, 0.4, 0.8181818181818182, 0.3]"
Bee,"[0.1, 1.0, 0.15, 4.3, 3.350621832834417, 1.0, 0.3333333333333333, 0.20967741935483872, 0.3145539906103286, 0.7969508979074725, 43.0, 0.4, 0.8571428571428571, 0.5]"
To a Waterfowl,"[0.3, 1.0, 0.8, 1.2125, 1.4981238266578634, 0.875, 0.125, 0.14285714285714285, 0.3056379821958457, 0.7956918895508464, 12.125, 0.6, 0.6842105263157895, 0.1]"
Autobiography,"[0.1, 1.0, 0.1, 12.1, 23.6, 1.0, 0.5, 0.19791666666666666, 0.34663865546218486, 0.7497258986530477, 121.0, 0.4, 0.6923076923076923, 0.1]"
"Something Childish, but Very Natural","[0.5, 1.0, 0.5, 0.95, 0.5882176467941097, 0.7777777777777778, 0.2222222222222222, 0.23076923076923078, 0.2953020134228188, 0.8203525065332967, 9.5, 0.6, 0.6666666666666666, 0.1]"
Blood,"[0.1, 1.0, 0.15, 6.066666666666666, 7.274307909042314, 1.0, 0.3333333333333333, 0.168, 0.30120481927710846, 0.7789034478044438, 60.666666666666664, 0.6, 0.7142857142857143, 0.1]"
To Kill a Deer,"[0.4, 1.0, 0.35, 2.4857142857142858, 5.267071369967045, 0.7142857142857143, 0.42857142857142855, 0.18548387096774194, 0.4037854889589905, 0.7452626440239759, 24.857142857142858, 0.4, 0.8, 0.1]"
Flies Buzzing,"[0.2, 1.0, 0.3, 3.3666666666666663, 5.234076380370806, 1.0, 0.2, 0.15736040609137056, 0.29521276595744683, 0.7832547066206074, 33.666666666666664, 0.4, 0.75, 0.2]"
Song of Welcome,"[0.3, 1.0, 0.3, 4.616666666666666, 0.5343739847293799, 1.0, 0.16666666666666666, 0.17058823529411765, 0.330173775671406, 0.8086434699765405, 46.166666666666664, 0.4, 0.8461538461538461, 0.3]"
The Magicians at Work,"[0.4, 1.0, 0.05, 12.8, 0.0, 1.0, 1.0, 0.17424242424242425, 0.3181818181818182, 0.7557389707818247, 128.0, 0.4, 0.8888888888888888, 0.2]"
The Sleeping Gypsy,"[0.3, 1.0, 0.4, 2.0, 1.944222209522358, 0.7142857142857143, 0.2857142857142857, 0.18248175182481752, 0.3069306930693069, 0.7690732733230825, 20.0, 0.4, 0.8181818181818182, 0.1]"
Unstable Dream,"[0.2, 1.0, 0.15, 3.3666666666666663, 6.835853193924581, 0.6666666666666666, 0.6666666666666666, 0.17647058823529413, 0.35911602209944754, 0.7871068925211585, 33.666666666666664, 0.6, 0.7142857142857143, 0.1]"
New Lines for Fortune Cookies,"[0.5, 1.0, 0.45, 1.5444444444444445, 0.6607141665474892, 1.0, 0.1111111111111111, 0.20224719101123595, 0.30927835051546393, 0.815890737319117, 15.444444444444445, 0.6, 0.5625, 0.3]"
I Want to Read at the White House,"[0.8, 1.0, 0.1, 9.05, 17.3, 1.0, 0.5, 0.12903225806451613, 0.327217125382263, 0.7601080019547443, 90.5, 0.4, 0.9166666666666666, 0.3]"
"Abandoned Ranch, Big Bend","[0.4, 1.0, 0.6, 1.5416666666666665, 1.5715349891816672, 0.8333333333333334, 0.16666666666666666, 0.16666666666666666, 0.31266149870801035, 0.7922245150854398, 15.416666666666666, 0.4, 0.7692307692307693, 0.6]"
A River,"[0.2, 1.0, 0.4, 1.9625, 1.2842799539041323, 0.875, 0.25, 0.2, 0.25418060200668896, 0.8213517377796006, 19.625, 0.4, 0.75, 0.5]"
The Indian Serenade,"[0.3, 1.0, 0.05, 11.5, 0.0, 1.0, 1.0, 0.21, 0.3137254901960784, 0.7488101606577167, 115.0, 0.6, 0.5, 0.4]"
Epitaph On My Days in Hospital,"[0.6, 1.0, 0.05, 2.3, 0.0, 1.0, 1.0, 0.18181818181818182, 0.3404255319148936, 0.8016069217791291, 23.0, 0.6, 0.625, 0.3]"
Acquainted with the Night,"[0.4, 1.0, 0.1, 4.8, 8.0, 0.5, 1.0, 0.15625, 0.30158730158730157, 0.7964614535820997, 48.0, 0.4, 0.6363636363636364, 0.1]"
Lost in Translation,"[0.3, 1.0, 0.1, 3.4, 1.6, 1.0, 0.5, 0.2077922077922078, 0.30357142857142855, 0.748372826851266, 34.0, 0.4, 0.8333333333333334, 0.6]"
Hammer,"[0.1, 1.0, 0.05, 22.2, 0.0, 1.0, 1.0, 0.15384615384615385, 0.30493273542600896, 0.7931846450422694, 222.0, 0.4, 0.8888888888888888, 0.2]"
"Accident, Mass. Ave.","[0.3, 1.0, 0.95, 1.694736842105263, 3.4344837560192523, 0.8421052631578947, 0.10526315789473684, 0.15315315315315314, 0.292910447761194, 0.8049392018446735, 16.94736842105263, 0.4, 0.8461538461538461, 0.2]"
Song & Error,"[0.3, 1.0, 0.2, 1.2, 0.3741657386773941, 1.0, 0.25, 0.19148936170212766, 0.2815533980582524, 0.796812148120635, 12.0, 0.4, 0.8333333333333334, 0.1]"
Dog,"[0.1, 1.0, 1.15, 1.326086956521739, 8.994726453303304, 0.782608695652174, 0.13043478260869565, 0.14074074074074075, 0.314785373608903, 0.7794135708765316, 13.26086956521739, 0.4, 0.6, 0.1]"
The Beginning of Color,"[0.4, 1.0, 0.4, 3.8125, 5.191760298781137, 0.75, 0.25, 0.17117117117117117, 0.28161888701517707, 0.7773759370861179, 38.125, 0.4, 0.6428571428571429, 0.5]"
Holy Shit,"[0.2, 1.0, 0.15, 6.966666666666667, 10.975528334536893, 1.0, 0.3333333333333333, 0.18518518518518517, 0.3611111111111111, 0.7675892421042402, 69.66666666666667, 0.4, 0.5, 0.1]"
Blood Soup,"[0.2, 1.0, 0.45, 3.177777777777778, 4.931330924948965, 0.8888888888888888, 0.2222222222222222, 0.15343915343915343, 0.32684824902723736, 0.7767999108035678, 31.77777777777778, 0.4, 0.8, 0.1]"
The Secret Garden,"[0.3, 1.0, 0.15, 3.2, 2.861235164516658, 1.0, 0.3333333333333333, 0.17567567567567569, 0.3118279569892473, 0.7986543138869114, 32.0, 0.4, 1.0, 0.3]"
The Lost Pilot,"[0.3, 1.0, 1.25, 0.9800000000000001, 0.9814275317108236, 0.76, 0.12, 0.21212121212121213, 0.24416135881104034, 0.8293960872961748, 9.8, 0.4, 0.6666666666666666, 0.2]"
Wolves of the Sacred Heart,"[0.5, 1.0, 0.05, 3.3, 0.0, 1.0, 1.0, 0.08695652173913043, 0.29850746268656714, 0.7551143339963123, 33.0, 0.4, 0.7, 0.5]"
Apollo Musagetes,"[0.2, 1.0, 0.75, 1.56, 2.5179886152774134, 0.8, 0.13333333333333333, 0.16346153846153846, 0.3772609819121447, 0.7433256989783857, 15.6, 0.4, 0.8461538461538461, 0.5]"
The Bronze Dove,"[0.3, 1.0, 0.65, 3.507692307692308, 8.426135728411303, 1.0, 0.1, 0.16314199395770393, 0.28713858424725824, 0.7941754710801447, 35.07692307692308, 0.4, 0.9, 0.1]"
Belongings,"[0.1, 1.0, 17.15, 0.4026239067055394, 0.5182122046284042, 0.29411764705882354, 0.07941176470588235, 0.07545671167593328, 0.35079549864183157, 0.774389788258229, 4.026239067055394, 0.6, 0.8666666666666667, 0.1]"
Wait,"[0.1, 1.0, 0.45, 3.2333333333333334, 4.811098280711657, 0.875, 0.25, 0.17391304347826086, 0.23952095808383234, 0.8305741952344188, 32.333333333333336, 0.6, 0.75, 0.2]"
Occidentalism,"[0.1, 1.0, 0.7, 1.4428571428571428, 1.6330764757077982, 0.9285714285714286, 0.14285714285714285, 0.22058823529411764, 0.29533678756476683, 0.7821763869985422, 14.428571428571429, 0.6, 0.8181818181818182, 0.5]"
In a U-Haul North of Damascus,"[0.6, 1.0, 0.9, 2.166666666666667, 2.4576411454889016, 0.8333333333333334, 0.16666666666666666, 0.16056338028169015, 0.35470668485675305, 0.7563025489033716, 21.666666666666668, 0.4, 0.75, 0.1]"
If You Said You Would Come With Me,"[0.8, 0.875, 0.4, 4.725, 5.481559996935179, 1.0, 0.14285714285714285, 0.17616580310880828, 0.3080568720379147, 0.8062154837402972, 47.25, 0.4, 0.9090909090909091, 0.1]"
Translation,"[0.1, 1.0, 0.1, 6.1, 3.6, 1.0, 0.5, 0.16666666666666666, 0.2986425339366516, 0.7832400614596454, 61.0, 0.4, 0.5333333333333333, 0.3]"
wax job,"[0.2, 1.0, 0.3, 7.366666666666667, 8.942532576898387, 1.0, 0.16666666666666666, 0.13679245283018868, 0.3001345895020188, 0.7745981513565373, 73.66666666666667, 0.4, 0.8666666666666667, 0.1]"
Flight,"[0.1, 1.0, 0.1, 6.25, 8.1, 1.0, 0.5, 0.20149253731343283, 0.30943396226415093, 0.7613365097300164, 62.5, 0.4, 0.8181818181818182, 0.6]"
Snow-Bound: A Winter Idyl,"[0.4, 1.0, 3.55, 6.798591549295774, 33.451794081578555, 0.5714285714285714, 0.07142857142857142, 0.0337108953613808, 0.337621359223301, 0.7701218817724027, 67.98591549295774, 0.6, 0.6190476190476191, 0.1]"
